Name,Latitude,Longitude
722-R01-FDT05-FAT24,36.87197929,42.96261705
722-R01-FDT05-FAT25,36.87277767,42.96187921
722-R01-FDT05-FAT26,36.87331953,42.96133038
722-R01-FDT05-FAT27,36.86829924,42.97101426
722-R01-FDT05-FAT28,36.86846143,42.97162072
722-R01-FDT05-FAT29,36.86807686,42.97212564
722-R01-FDT05-FAT30,36.86862689,42.97217582
722-R01-FDT05-FAT31,36.86772376,42.97114149
722-R01-FDT05-FAT32,36.86768713,42.97171427
722-R01-FDT05-FAT33,36.86768069,42.97185661
722-R01-FDT05-FAT34,36.86840143,42.97264382
722-R01-FDT05-FAT35,36.86763461,42.97316918
722-R01-FDT05-FAT36,36.86779768,42.97381687
722-R01-FDT05-FAT37,36.86856211,42.97386728
722-R01-FDT05-FAT38,36.86810311,42.97450827
722-R01-FDT05-FAT39,36.86756831,42.97496127
722-R01-FDT05-FAT40,36.86765553,42.9750458
722-R01-FDT05-FAT41,36.86756521,42.97436859
722-R01-FDT05-FAT42,36.87165833,42.96285549
722-R01-FDT06-FAT01,36.86647993,42.97135523
722-R01-FDT06-FAT02,36.86609939,42.97122362
722-R01-FDT06-FAT03,36.86634864,42.97245765
722-R01-FDT06-FAT04,36.86589989,42.97242446
722-R01-FDT06-FAT05,36.86528681,42.97173904
722-R01-FDT06-FAT06,36.86439083,42.97157558
722-R01-FDT06-FAT07,36.8654716,42.97105982
722-R01-FDT06-FAT08,36.86485699,42.9710372
722-R01-FDT06-FAT09,36.86474432,42.9733044
722-R01-FDT06-FAT10,36.86430738,42.97290868
722-R01-FDT06-FAT11,36.86427055,42.97411239
722-R01-FDT06-FAT12,36.86463823,42.97232805
722-R01-FDT06-FAT13,36.86378726,42.97227812
722-R01-FDT06-FAT14,36.86310879,42.97200989
722-R01-FDT06-FAT15,36.86275349,42.97145264
722-R01-FDT06-FAT16,36.86240161,42.97087579
722-R01-FDT06-FAT17,36.86365622,42.97339689
722-R01-FDT06-FAT18,36.86259113,42.97276296
722-R01-FDT06-FAT19,36.86273771,42.97355595
722-R01-FDT06-FAT20,36.86329184,42.97309714
722-R01-FDT06-FAT21,36.86325768,42.97394075
722-R01-FDT06-FAT22,36.86747146,42.96923328
722-R01-FDT06-FAT23,36.86750018,42.96864311
722-R01-FDT06-FAT24,36.8675182,42.96812267
722-R01-FDT06-FAT25,36.86708933,42.96925405
722-R01-FDT06-FAT26,36.86660252,42.96871897
722-R01-FDT06-FAT27,36.86623687,42.96806945
722-R01-FDT06-FAT28,36.86739264,42.97109029
722-R01-FDT06-FAT29,36.86734819,42.97236624
722-R01-FDT06-FAT30,36.86686241,42.97298118
722-R01-FDT06-FAT31,36.86689355,42.97378693
722-R01-FDT06-FAT32,36.8663451,42.97415158
722-R01-FDT06-FAT33,36.86580136,42.9746523
722-R01-FDT06-FAT34,36.86576615,42.97536636
722-R01-FDT06-FAT35,36.865315,42.97533301
722-R01-FDT06-FAT36,36.86468594,42.97472542
722-R01-FDT06-FAT37,36.86392607,42.9745517
722-R01-FDT06-FAT38,36.86729401,42.97381076
722-R01-FDT06-FAT39,36.86728581,42.97420799
722-R01-FDT06-FAT40,36.86728862,42.97478755
722-R01-FDT06-FAT41,36.8663571,42.97751849
722-R01-FDT06-FAT42,36.86399262,42.97687999
722-R01-FDT06-FAT43,36.86309404,42.97681546
722-R01-FDT06-FAT44,36.86695268,42.97596897
722-R01-FDT06-FAT45,36.86663655,42.97594755
722-R01-FDT06-FAT46,36.86672767,42.97529219
722-R01-FDT06-FAT47,36.86630038,42.97535529
722-R01-FDT06-FAT48,36.86226175,42.97289335
722-R01-FDT06-FAT49,36.86563644,42.97037666
722-R01-FDT06-FAT50,36.86679325,42.97248435
722-R01-FDT06-FAT51,36.86597457,42.97716084
722-R01-FDT06-FAT52,36.86326954,42.97680145
722-R01-FDT06-FAT53,36.86481543,42.97458525
722-R01-FDT06-FAT54,36.86466427,42.97520871
722-R01-FDT06-FAT55,36.86608904,42.97741979
722-R01-FDT06-FAT56,36.86598454,42.97714087
722-R01-FDT06-FAT57,36.86600016,42.97717414
722-R01-FDT06-FAT58,36.86600584,42.97714905
722-R01-FDT06-FAT59,36.86266371,42.97465235
722-R01-FDT06-FAT60,36.86378832,42.97209585
722-R01-FDT07-FAT01,36.86206139,42.96643625
722-R01-FDT07-FAT02,36.86236695,42.96533735
722-R01-FDT07-FAT03,36.86195869,42.96462836
722-R01-FDT07-FAT04,36.8619747,42.96417753
722-R01-FDT07-FAT05,36.86141716,42.96715485
722-R01-FDT07-FAT06,36.86118768,42.9669214
722-R01-FDT07-FAT07,36.86247037,42.96319067
722-R01-FDT07-FAT08,36.86296318,42.96316513
722-R01-FDT07-FAT09,36.86024599,42.96292031
722-R01-FDT07-FAT10,36.86134506,42.96145788
722-R01-FDT07-FAT11,36.86144271,42.96038666
722-R01-FDT07-FAT12,36.86152379,42.95955664
722-R01-FDT07-FAT13,36.86129422,42.95860244
722-R01-FDT07-FAT14,36.86113049,42.96088249
722-R01-FDT07-FAT15,36.86188236,42.96087553
722-R01-FDT07-FAT16,36.862256,42.96144898
722-R01-FDT07-FAT17,36.86172601,42.96167842
722-R01-FDT07-FAT18,36.86231319,42.96044684
722-R01-FDT07-FAT19,36.86289416,42.96093272
722-R01-FDT07-FAT20,36.86335238,42.96037217
722-R01-FDT07-FAT21,36.86338624,42.95964356
722-R01-FDT07-FAT22,36.86303704,42.95894495
722-R01-FDT07-FAT23,36.86340409,42.95837515
722-R01-FDT07-FAT24,36.86386846,42.95911556
722-R01-FDT07-FAT25,36.86226988,42.96933049
722-R01-FDT07-FAT26,36.86243366,42.9686937
722-R01-FDT07-FAT27,36.86288127,42.96815481
722-R01-FDT07-FAT28,36.86214081,42.96811905
722-R01-FDT07-FAT29,36.86220188,42.96984114
722-R01-FDT07-FAT30,36.86322951,42.96911218
722-R01-FDT07-FAT31,36.8634273,42.96813105
722-R01-FDT07-FAT32,36.86347057,42.96719208
722-R01-FDT07-FAT33,36.86348524,42.96655951
722-R01-FDT07-FAT34,36.86444642,42.96894795
722-R01-FDT07-FAT35,36.86560042,42.96853207
722-R01-FDT07-FAT36,36.86388266,42.96834521
722-R01-FDT07-FAT37,36.86440983,42.96838147
722-R01-FDT07-FAT38,36.86436789,42.96782795
722-R01-FDT07-FAT39,36.86517883,42.96788914
722-R01-FDT07-FAT40,36.86161664,42.97195566
722-R01-FDT07-FAT41,36.85922081,42.97477848
722-R01-FDT07-FAT42,36.85785705,42.97261219
722-R01-FDT07-FAT43,36.85752235,42.97156789
722-R01-FDT07-FAT44,36.85753971,42.96744516
722-R01-FDT07-FAT45,36.85669497,42.96275293
722-R01-FDT07-FAT46,36.85893908,42.97596298
722-R01-FDT07-FAT47,36.86049404,42.97693391
722-R01-FDT07-FAT48,36.86131658,42.97679455
722-R01-FDT07-FAT49,36.85688807,42.9627658
722-R01-FDT07-FAT50,36.85687824,42.96281047
722-R01-FDT07-FAT51,36.85686367,42.96285388
722-R01-FDT07-FAT52,36.85685503,42.96278927
722-R01-FDT07-FAT53,36.8568476,42.96281953
722-R01-FDT07-FAT54,36.85740318,42.96232401
722-R01-FDT07-FAT55,36.86051916,42.95766477
722-R01-FDT07-FAT56,36.85973641,42.96259899
722-R01-FDT07-FAT57,36.86388692,42.95841064
722-R01-FDT07-FAT58,36.86118588,42.96663613
722-R01-FDT07-FAT59,36.86126217,42.95822839
722-R01-FDT07-FAT60,36.86164997,42.96928797
722-R01-FDT07-FAT61,36.86291204,42.96716922
722-R01-FDT07-FAT62,36.86096159,42.97685875
722-R01-FDT07-FAT63,36.86319742,42.96371645
722-R01-FDT07-FAT64,36.86282202,42.96926397
722-R01-FDT07-FAT65,36.86027512,42.97201787
722-R01-FDT07-FAT66,36.8572626,42.9660813
722-R01-FDT07-FAT67,36.86033483,42.97566628
722-R01-FDT07-FAT68,36.86558139,42.96844508
722-R01-FDT07-FAT69,36.86197685,42.97592692
722-R01-FDT07-FAT70,36.85978456,42.97557181
722-R01-FDT07-FAT71,36.86139244,42.9652513
722-R01-FDT07-FAT72,36.86167623,42.96246178
722-R01-FDT07-FAT73,36.86041035,42.96821213
722-R01-FDT07-FAT74,36.86174265,42.96644427
722-R01-FDT08-FAT01,36.8724571,42.97974895
722-R01-FDT08-FAT02,36.87278578,42.9802885
722-R01-FDT08-FAT03,36.87387597,42.98079959
722-R01-FDT08-FAT04,36.8736183,42.98023586
722-R01-FDT08-FAT05,36.87269438,42.98173098
722-R01-FDT08-FAT06,36.87414898,42.98179664
722-R01-FDT08-FAT07,36.87415977,42.9831124
722-R01-FDT08-FAT08,36.87403127,42.98401648
722-R01-FDT08-FAT09,36.87348952,42.98462576
722-R01-FDT08-FAT10,36.8733618,42.98223576
722-R01-FDT08-FAT11,36.87326655,42.98292658
722-R01-FDT08-FAT12,36.87443244,42.98068912
722-R01-FDT08-FAT13,36.87482646,42.97956872
722-R01-FDT08-FAT14,36.87567167,42.98113763
722-R01-FDT08-FAT15,36.8754782,42.98076707
722-R01-FDT08-FAT16,36.87495692,42.98057692
722-R01-FDT08-FAT17,36.87544061,42.97987666
722-R01-FDT08-FAT18,36.87510666,42.98172024
722-R01-FDT08-FAT19,36.87525156,42.98232827
722-R01-FDT08-FAT20,36.87515061,42.98316573
722-R01-FDT08-FAT21,36.87638593,42.98399511
722-R01-FDT08-FAT22,36.87662433,42.98233097
722-R01-FDT08-FAT23,36.87689013,42.98194555
722-R01-FDT08-FAT24,36.87751932,42.98112867
722-R01-FDT08-FAT25,36.87469079,42.98313138
722-R01-FDT08-FAT26,36.87598855,42.98341972
722-R01-FDT08-FAT27,36.87477967,42.98501366
722-R01-FDT08-FAT28,36.87528687,42.98564051
722-R01-FDT08-FAT29,36.87532005,42.98511373
722-R01-FDT08-FAT30,36.8746117,42.98617662
722-R01-FDT08-FAT31,36.87448066,42.98714276
722-R01-FDT08-FAT32,36.87101259,42.97805491
722-R01-FDT08-FAT33,36.87042782,42.97610285
722-R01-FDT08-FAT34,36.87058175,42.97545033
722-R01-FDT08-FAT35,36.8706191,42.97668984
722-R01-FDT08-FAT36,36.87102733,42.97582319
722-R01-FDT08-FAT37,36.87010419,42.97450302
722-R01-FDT08-FAT38,36.87134213,42.97776081
722-R01-FDT08-FAT39,36.87122338,42.97643849
722-R01-FDT08-FAT40,36.87187633,42.97776622
722-R01-FDT08-FAT41,36.87236282,42.97807637
722-R01-FDT08-FAT42,36.87350416,42.97836472
722-R01-FDT08-FAT43,36.87255971,42.97907086
722-R01-FDT08-FAT44,36.87543309,42.98389664
722-R01-FDT08-FAT45,36.8732481,42.97861737
722-R01-FDT08-FAT46,36.8729843,42.98175728
722-R01-FDT08-FAT47,36.87659492,42.98245025
722-R01-FDT08-FAT48,36.87418258,42.97992253
722-R01-FDT09-FAT01,36.87260897,42.97611668
722-R01-FDT09-FAT02,36.87349215,42.97662944
722-R01-FDT09-FAT03,36.87380558,42.97662314
722-R01-FDT09-FAT04,36.87434834,42.97693081
722-R01-FDT09-FAT05,36.87471906,42.97718093
722-R01-FDT09-FAT06,36.87582396,42.97787784
722-R01-FDT09-FAT07,36.87638005,42.97779854
722-R01-FDT09-FAT08,36.87609219,42.97867294
722-R01-FDT09-FAT09,36.87475764,42.97654154
722-R01-FDT09-FAT10,36.87505379,42.97715198
722-R01-FDT09-FAT11,36.87482473,42.97802427
722-R01-FDT09-FAT12,36.8752762,42.97833415
722-R01-FDT09-FAT13,36.87568976,42.97883399
722-R01-FDT09-FAT14,36.87752563,42.97937079
722-R01-FDT09-FAT15,36.87671184,42.97973619
722-R01-FDT09-FAT16,36.87704481,42.97850484
722-R01-FDT09-FAT17,36.87708841,42.97691994
722-R01-FDT09-FAT18,36.87679244,42.97790259
722-R01-FDT09-FAT19,36.8778676,42.97868857
722-R01-FDT09-FAT20,36.87879534,42.9783358
722-R01-FDT09-FAT21,36.87225557,42.97676865
722-R01-FDT09-FAT22,36.87270842,42.97712401
722-R01-FDT09-FAT23,36.87307623,42.97776169
722-R01-FDT09-FAT24,36.87191392,42.97635936
722-R01-FDT09-FAT25,36.87151806,42.97595856
722-R01-FDT09-FAT26,36.87191959,42.97555913
722-R01-FDT09-FAT27,36.87334331,42.97520514
722-R01-FDT09-FAT28,36.87405847,42.97593709
722-R01-FDT09-FAT29,36.87297272,42.97485287
722-R01-FDT09-FAT30,36.87353072,42.97443098
722-R01-FDT09-FAT31,36.87256481,42.97523405
722-R01-FDT09-FAT32,36.87262385,42.97447037
722-R01-FDT09-FAT33,36.87215701,42.97417852
722-R01-FDT09-FAT34,36.87182927,42.97463274
722-R01-FDT09-FAT35,36.87063286,42.97391439
722-R01-FDT09-FAT36,36.87149911,42.97327918
722-R01-FDT09-FAT37,36.87242432,42.97344964
722-R01-FDT09-FAT38,36.87202854,42.97296149
722-R01-FDT09-FAT39,36.87156033,42.97267644
722-R01-FDT09-FAT40,36.87111651,42.97226376
722-R01-FDT09-FAT41,36.87109481,42.97153308
722-R01-FDT09-FAT42,36.87076349,42.97183397
722-R01-FDT09-FAT43,36.87036836,42.97136776
722-R01-FDT09-FAT44,36.87869478,42.97783415
722-R01-FDT09-FAT45,36.87444504,42.97555642
722-R01-FDT09-FAT46,36.87784319,42.97806636
722-R01-FDT09-FAT47,36.87263803,42.97290645
722-R01-FDT09-FAT48,36.87523482,42.97773691
722-R01-FDT09-FAT49,36.87606394,42.97677227
722-R01-FDT09-FAT50,36.87241912,42.97584453
722-R01-FDT09-FAT51,36.87279646,42.97536125
722-R01-FDT10-FAT01,36.86662336,42.98142147
722-R01-FDT10-FAT02,36.86679045,42.98065198
722-R01-FDT10-FAT03,36.86608868,42.97893485
722-R01-FDT10-FAT04,36.86624138,42.97864363
722-R01-FDT10-FAT05,36.86640077,42.97831789
722-R01-FDT10-FAT06,36.86624349,42.97793589
722-R01-FDT10-FAT07,36.86595694,42.97795011
722-R01-FDT10-FAT08,36.86585089,42.97828621
722-R01-FDT10-FAT09,36.86571009,42.97860715
722-R01-FDT10-FAT10,36.86577338,42.97901489
722-R01-FDT10-FAT11,36.86570447,42.97955113
722-R01-FDT10-FAT12,36.86569355,42.97957297
722-R01-FDT10-FAT13,36.8656824,42.97959527
722-R01-FDT10-FAT14,36.86523704,42.97978639
722-R01-FDT10-FAT15,36.86522612,42.97980822
722-R01-FDT10-FAT16,36.86521496,42.97983053
722-R01-FDT10-FAT17,36.86517683,42.97825071
722-R01-FDT10-FAT18,36.86486934,42.97842933
722-R01-FDT10-FAT19,36.86489873,42.9790068
722-R01-FDT10-FAT20,36.86489499,42.97903183
722-R01-FDT10-FAT21,36.86489109,42.97905796
722-R01-FDT10-FAT22,36.86488743,42.97908248
722-R01-FDT10-FAT23,36.86472752,42.97947956
722-R01-FDT10-FAT24,36.86472378,42.97950459
722-R01-FDT10-FAT25,36.86471988,42.97953072
722-R01-FDT10-FAT26,36.86471622,42.97955523
722-R01-FDT10-FAT27,36.86460964,42.97844395
722-R01-FDT10-FAT28,36.86458512,42.97844236
722-R01-FDT10-FAT29,36.86433968,42.97838585
722-R01-FDT10-FAT30,36.86431516,42.97838425
722-R01-FDT10-FAT31,36.86416602,42.97802522
722-R01-FDT10-FAT32,36.8641415,42.97802362
722-R01-FDT10-FAT33,36.86584218,42.98184468
722-R01-FDT10-FAT34,36.86582528,42.98183726
722-R01-FDT10-FAT35,36.86580714,42.98183506
722-R01-FDT10-FAT36,36.86578884,42.98183284
722-R01-FDT10-FAT37,36.86576893,42.98183043
722-R01-FDT10-FAT38,36.865505,42.98163272
722-R01-FDT10-FAT39,36.86548826,42.98161892
722-R01-FDT10-FAT40,36.865474,42.9816019
722-R01-FDT10-FAT41,36.86545722,42.98158573
722-R01-FDT10-FAT42,36.8654443,42.98157263
722-R01-FDT10-FAT43,36.8662903,42.98064101
722-R01-FDT10-FAT44,36.86627453,42.98062826
722-R01-FDT10-FAT45,36.86625969,42.98061625
722-R01-FDT10-FAT46,36.86580463,42.98019922
722-R01-FDT10-FAT47,36.86581876,42.98021358
722-R01-FDT10-FAT48,36.86583321,42.98022827
722-R01-FDT10-FAT49,36.86603852,42.97984187
722-R01-FDT10-FAT50,36.86605445,42.97985677
722-R01-FDT10-FAT51,36.86606979,42.97987112
722-R01-FDT10-FAT52,36.86628207,42.97855983
722-R01-FDT10-FAT53,36.86647099,42.97907617
722-R01-FDT10-FAT54,36.86515117,42.98127402
722-R01-FDT10-FAT55,36.86516857,42.98128944
722-R01-FDT10-FAT56,36.86518823,42.98130573
722-R01-FDT10-FAT57,36.86517061,42.98126372
722-R01-FDT10-FAT58,36.86518838,42.98127883
722-R01-FDT10-FAT59,36.86545502,42.98086654
722-R01-FDT10-FAT60,36.86547241,42.98088195
722-R01-FDT10-FAT61,36.86549208,42.98089824
722-R01-FDT10-FAT62,36.86547446,42.98085624
722-R01-FDT10-FAT63,36.86549223,42.98087135
722-R01-FDT10-FAT64,36.8661525,42.98107145
722-R01-FDT10-FAT65,36.86482365,42.9783815
722-R02-FDT01-FAT01,36.87584883,43.03140404
722-R02-FDT01-FAT02,36.87521516,43.03019793
722-R02-FDT01-FAT03,36.87684795,43.03223221
722-R02-FDT01-FAT04,36.87608443,43.03278217
722-R02-FDT01-FAT05,36.87757009,43.03435841
722-R02-FDT01-FAT06,36.87873196,43.03508193
722-R02-FDT01-FAT07,36.87698229,43.03236054
722-R02-FDT02-FAT01,36.86219794,42.99632889
722-R02-FDT02-FAT02,36.86243105,42.99665983
722-R02-FDT02-FAT03,36.86241167,42.99704186
722-R02-FDT02-FAT04,36.86238924,42.99709742
722-R02-FDT02-FAT05,36.86221897,42.99748435
722-R02-FDT02-FAT06,36.86253791,42.99770586
722-R02-FDT02-FAT07,36.86277373,42.99788888
722-R02-FDT02-FAT08,36.86181779,42.99787974
722-R02-FDT02-FAT09,36.86212102,42.99749831
722-R02-FDT02-FAT10,36.86208334,42.9979253
722-R02-FDT02-FAT11,36.86205859,42.99820034
722-R02-FDT02-FAT12,36.86217458,42.99851395
722-R02-FDT02-FAT13,36.86243924,42.99857482
722-R02-FDT02-FAT14,36.86200572,42.99958012
722-R02-FDT02-FAT15,36.86203942,42.9986129
722-R02-FDT02-FAT16,36.86202878,42.99895293
722-R02-FDT02-FAT17,36.86209972,42.99895072
722-R02-FDT02-FAT18,36.86224854,42.9989702
722-R02-FDT02-FAT19,36.86210068,42.99647401
722-R02-FDT02-FAT20,36.86162678,42.99756776
722-R02-FDT02-FAT21,36.86151859,42.99779548
722-R02-FDT02-FAT22,36.86145599,42.99792874
722-R02-FDT02-FAT23,36.86113996,42.99851499
722-R02-FDT02-FAT24,36.86096019,42.99885046
722-R02-FDT02-FAT25,36.8615573,42.99837906
722-R02-FDT02-FAT26,36.86171077,42.99841053
722-R02-FDT02-FAT27,36.8614461,42.9988159
722-R02-FDT02-FAT28,36.8615897,42.99886652
