Name,Latitude,Longitude
734-R01-FDT01-FAT03,37.14424076,42.65679844
734-R01-FDT01-FAT04,37.14416506,42.656874
734-R01-FDT01-FAT05,37.14382011,42.65880758
734-R01-FDT01-FAT06,37.14417452,42.65938465
734-R01-FDT01-FAT07,37.14389374,42.65947276
734-R01-FDT01-FAT08,37.14376324,42.65776604
734-R01-FDT01-FAT09,37.14378409,42.65676337
734-R01-FDT01-FAT10,37.14375111,42.65833603
734-R01-FDT01-FAT11,37.14287977,42.6574069
734-R01-FDT01-FAT12,37.14323465,42.65798326
734-R01-FDT01-FAT13,37.14333699,42.65708632
734-R01-FDT01-FAT14,37.14326739,42.65686193
734-R01-FDT01-FAT15,37.144708,42.65781661
734-R01-FDT01-FAT16,37.14460838,42.65746849
734-R01-FDT01-FAT17,37.14512238,42.65902516
734-R01-FDT01-FAT18,37.14525364,42.65837627
734-R01-FDT01-FAT19,37.14509003,42.65805937
734-R01-FDT01-FAT20,37.14525966,42.65781983
734-R01-FDT01-FAT21,37.14545296,42.65726179
734-R01-FDT01-FAT22,37.14519049,42.65693486
734-R01-FDT01-FAT23,37.14511311,42.65679728
734-R01-FDT01-FAT24,37.14598083,42.6597561
734-R01-FDT01-FAT25,37.14593326,42.66002262
734-R01-FDT01-FAT26,37.1461546,42.65840735
734-R01-FDT01-FAT27,37.14606778,42.65785098
734-R01-FDT01-FAT28,37.14623685,42.65740357
734-R01-FDT01-FAT29,37.14626879,42.65707805
734-R01-FDT01-FAT30,37.14462328,42.66081688
734-R01-FDT01-FAT31,37.14410155,42.66167415
734-R01-FDT01-FAT32,37.14364145,42.66169407
734-R01-FDT01-FAT33,37.14319828,42.66172803
734-R01-FDT01-FAT34,37.14499713,42.66114237
734-R01-FDT01-FAT35,37.14415422,42.66004983
734-R01-FDT01-FAT36,37.14369884,42.66003494
734-R01-FDT01-FAT37,37.14360466,42.66037632
734-R01-FDT01-FAT38,37.14324678,42.66013578
734-R01-FDT01-FAT39,37.14291552,42.66001104
734-R01-FDT01-FAT40,37.14276291,42.66102007
734-R01-FDT01-FAT41,37.14347655,42.65672702
734-R01-FDT02-FAT01,37.14396281,42.65595459
734-R01-FDT02-FAT02,37.14351731,42.65521649
734-R01-FDT02-FAT03,37.14344805,42.6546315
734-R01-FDT02-FAT04,37.14327272,42.65415491
734-R01-FDT02-FAT05,37.14282785,42.65403523
734-R01-FDT02-FAT06,37.14254372,42.6541244
734-R01-FDT02-FAT07,37.14199083,42.65364777
734-R01-FDT02-FAT08,37.14343846,42.65375228
734-R01-FDT02-FAT09,37.14388657,42.65408958
734-R01-FDT02-FAT10,37.1439794,42.65354465
734-R01-FDT02-FAT11,37.14391209,42.65251576
734-R01-FDT02-FAT12,37.14400977,42.6513858
734-R01-FDT02-FAT13,37.14356795,42.65108168
734-R01-FDT02-FAT14,37.14349805,42.65203846
734-R01-FDT02-FAT15,37.14309659,42.65191357
734-R01-FDT02-FAT16,37.14275836,42.65246271
734-R01-FDT02-FAT17,37.14157862,42.65241121
734-R01-FDT02-FAT18,37.1415762,42.65251279
734-R01-FDT02-FAT19,37.14257026,42.65197459
734-R01-FDT02-FAT20,37.14159413,42.65192929
734-R01-FDT02-FAT21,37.14166153,42.65131486
734-R01-FDT02-FAT22,37.14167486,42.65097831
734-R01-FDT02-FAT23,37.14432353,42.65611659
734-R01-FDT02-FAT24,37.14482902,42.65550445
734-R01-FDT02-FAT25,37.14512713,42.65658213
734-R01-FDT02-FAT26,37.14530165,42.65659577
734-R01-FDT02-FAT27,37.14568769,42.65666538
734-R01-FDT02-FAT28,37.14543945,42.65617428
734-R01-FDT02-FAT29,37.14580132,42.65567416
734-R01-FDT02-FAT30,37.1454445,42.65551148
734-R01-FDT02-FAT31,37.14544862,42.65502471
734-R01-FDT02-FAT32,37.1452997,42.65443685
734-R01-FDT02-FAT33,37.14308382,42.65630242
734-R01-FDT02-FAT34,37.14290769,42.65574716
734-R01-FDT02-FAT35,37.14250282,42.65604623
734-R01-FDT02-FAT36,37.14201606,42.65623961
734-R01-FDT02-FAT37,37.14155333,42.65593774
734-R01-FDT02-FAT38,37.14242349,42.65515695
734-R01-FDT02-FAT39,37.14269554,42.65458359
734-R01-FDT02-FAT40,37.14205727,42.65456308
734-R01-FDT02-FAT41,37.14404539,42.65096611
734-R01-FDT03-FAT01,37.14648771,42.65343925
734-R01-FDT03-FAT02,37.14667159,42.65480473
734-R01-FDT03-FAT03,37.14679984,42.65521866
734-R01-FDT03-FAT04,37.1466066,42.65606627
734-R01-FDT03-FAT05,37.14649035,42.65656352
734-R01-FDT03-FAT06,37.1472506,42.65482137
734-R01-FDT03-FAT07,37.14702428,42.6558785
734-R01-FDT03-FAT08,37.14660935,42.65684267
734-R01-FDT03-FAT09,37.1469549,42.65716592
734-R01-FDT03-FAT10,37.14814812,42.65759903
734-R01-FDT03-FAT11,37.14802964,42.65793529
734-R01-FDT03-FAT12,37.14688663,42.65919617
734-R01-FDT03-FAT13,37.14739113,42.65629182
734-R01-FDT03-FAT14,37.14749345,42.65601497
734-R01-FDT03-FAT15,37.14767393,42.65638064
734-R01-FDT03-FAT16,37.14797638,42.65594724
734-R01-FDT03-FAT17,37.14830869,42.65494026
734-R01-FDT03-FAT18,37.14813812,42.65648235
734-R01-FDT03-FAT19,37.14847765,42.6562826
734-R01-FDT03-FAT20,37.14862737,42.65630482
734-R01-FDT03-FAT21,37.14855506,42.6558345
734-R01-FDT03-FAT22,37.14877029,42.65529096
734-R01-FDT03-FAT23,37.14697366,42.65243907
734-R01-FDT03-FAT24,37.14722014,42.65188304
734-R01-FDT03-FAT25,37.14662204,42.65298086
734-R01-FDT03-FAT26,37.14707014,42.65290602
734-R01-FDT03-FAT27,37.14740808,42.65301859
734-R01-FDT03-FAT28,37.14784579,42.65349485
734-R01-FDT03-FAT29,37.14781943,42.65434045
734-R01-FDT03-FAT30,37.14874674,42.65277296
734-R01-FDT03-FAT31,37.14823278,42.6533395
734-R01-FDT03-FAT32,37.14850932,42.65334448
734-R01-FDT03-FAT33,37.14699228,42.65430812
734-R01-FDT03-FAT34,37.14906393,42.65430269
734-R01-FDT04-FAT01,37.14642772,42.65056024
734-R01-FDT04-FAT02,37.14643965,42.65016959
734-R01-FDT04-FAT03,37.14601115,42.64940299
734-R01-FDT04-FAT04,37.14646264,42.64885786
734-R01-FDT04-FAT05,37.14646589,42.64875896
734-R01-FDT04-FAT06,37.14604879,42.64826163
734-R01-FDT04-FAT07,37.14497532,42.64820181
734-R01-FDT04-FAT08,37.14474761,42.64818659
734-R01-FDT04-FAT09,37.1446535,42.64818181
734-R01-FDT04-FAT10,37.1461165,42.64986406
734-R01-FDT04-FAT11,37.14544936,42.64918613
734-R01-FDT04-FAT12,37.14497496,42.65003092
734-R01-FDT04-FAT13,37.14509824,42.64877971
734-R01-FDT04-FAT14,37.14472599,42.64874838
734-R01-FDT04-FAT15,37.14423456,42.65000792
734-R01-FDT04-FAT16,37.14426895,42.64873406
734-R01-FDT04-FAT17,37.1438557,42.64858881
734-R01-FDT04-FAT18,37.143828,42.64868059
734-R01-FDT04-FAT19,37.1429798,42.64950858
734-R01-FDT04-FAT20,37.14257711,42.64932427
734-R01-FDT04-FAT21,37.1426033,42.64854329
734-R01-FDT04-FAT22,37.14293793,42.64810633
734-R01-FDT04-FAT23,37.14341686,42.64986597
734-R01-FDT04-FAT24,37.14343205,42.64935643
734-R01-FDT04-FAT25,37.14227019,42.65019289
734-R01-FDT04-FAT26,37.14235726,42.64973986
734-R01-FDT04-FAT27,37.14193271,42.64972141
734-R01-FDT04-FAT28,37.14163288,42.64919051
734-R01-FDT04-FAT29,37.14165019,42.64860368
734-R01-FDT04-FAT30,37.14170764,42.64809158
734-R01-FDT04-FAT31,37.14435846,42.65247123
734-R01-FDT04-FAT32,37.14539594,42.65274484
734-R01-FDT04-FAT33,37.14534374,42.6532944
734-R01-FDT04-FAT34,37.14529369,42.65376863
734-R01-FDT04-FAT35,37.1456608,42.65393447
734-R01-FDT04-FAT36,37.14539379,42.65435743
734-R01-FDT04-FAT37,37.14571352,42.65166596
734-R01-FDT04-FAT38,37.14495605,42.65154698
734-R01-FDT04-FAT39,37.14527578,42.65109706
734-R01-FDT04-FAT40,37.14049156,42.64925661
734-R01-FDT04-FAT41,37.14270191,42.65078623
734-R01-FDT05-FAT01,37.14662652,42.64812839
734-R01-FDT05-FAT02,37.14708754,42.64813888
734-R01-FDT05-FAT03,37.14746723,42.64831003
734-R01-FDT05-FAT04,37.14745868,42.64790552
734-R01-FDT05-FAT05,37.14826692,42.64761537
734-R01-FDT05-FAT06,37.14856847,42.64702335
734-R01-FDT05-FAT07,37.1470617,42.64919211
734-R01-FDT05-FAT08,37.1476782,42.64654194
734-R01-FDT05-FAT09,37.14755749,42.64812157
734-R01-FDT05-FAT10,37.14781706,42.64831475
734-R01-FDT05-FAT11,37.14811762,42.648835
734-R01-FDT05-FAT12,37.1482093,42.64949992
734-R01-FDT05-FAT13,37.14847541,42.64996955
734-R01-FDT05-FAT14,37.14847793,42.65009652
734-R01-FDT05-FAT15,37.14660606,42.64886878
734-R01-FDT05-FAT16,37.14658244,42.64992693
734-R01-FDT05-FAT17,37.14655328,42.65074535
734-R01-FDT05-FAT18,37.14689088,42.65120792
734-R01-FDT05-FAT19,37.14676335,42.65231835
734-R01-FDT05-FAT20,37.14747708,42.65068635
734-R01-FDT05-FAT21,37.14823582,42.65069124
734-R01-FDT05-FAT22,37.14881822,42.6513883
734-R01-FDT05-FAT23,37.14792607,42.65105824
734-R01-FDT05-FAT24,37.14789593,42.65166558
734-R01-FDT05-FAT25,37.14785893,42.65275029
734-R01-FDT05-FAT26,37.14667078,42.64655248
734-R01-FDT05-FAT27,37.14696985,42.64531102
734-R01-FDT05-FAT28,37.14697742,42.64335557
734-R01-FDT05-FAT29,37.1482499,42.64484271
734-R01-FDT05-FAT30,37.14816188,42.6453181
734-R01-FDT05-FAT31,37.14811572,42.64483616
734-R01-FDT05-FAT32,37.14857707,42.64380399
734-R01-FDT05-FAT33,37.1478067,42.64366106
734-R01-FDT05-FAT34,37.14793623,42.64284934
734-R01-FDT05-FAT35,37.14808488,42.64309795
734-R01-FDT05-FAT36,37.1487574,42.64309146
734-R01-FDT05-FAT37,37.14910177,42.6506552
734-R01-FDT05-FAT38,37.14744982,42.64997414
734-R01-FDT06-FAT01,37.14398272,42.64798652
734-R01-FDT06-FAT02,37.1424058,42.64790537
734-R01-FDT06-FAT03,37.14221758,42.64791165
734-R01-FDT06-FAT04,37.14263951,42.64749133
734-R01-FDT06-FAT05,37.14222923,42.64735159
734-R01-FDT06-FAT06,37.14366229,42.64775741
734-R01-FDT06-FAT07,37.14369042,42.64688354
734-R01-FDT06-FAT08,37.14371585,42.64598253
734-R01-FDT06-FAT09,37.14371259,42.64549655
734-R01-FDT06-FAT10,37.14321477,42.64661924
734-R01-FDT06-FAT11,37.14250782,42.64657167
734-R01-FDT06-FAT12,37.14228368,42.64625462
734-R01-FDT06-FAT13,37.14229122,42.64554788
734-R01-FDT06-FAT14,37.1415482,42.64553236
734-R01-FDT06-FAT15,37.14284193,42.64553144
734-R01-FDT06-FAT16,37.14285707,42.64480268
734-R01-FDT06-FAT17,37.14279011,42.64375544
734-R01-FDT06-FAT18,37.14280111,42.64313788
734-R01-FDT06-FAT19,37.1432655,42.64476722
734-R01-FDT06-FAT20,37.14226463,42.64487603
734-R01-FDT06-FAT21,37.14228892,42.64354573
734-R01-FDT06-FAT22,37.14182624,42.6449432
734-R01-FDT06-FAT23,37.14184744,42.64422093
734-R01-FDT06-FAT24,37.14459994,42.64756122
734-R01-FDT06-FAT25,37.14462432,42.64690301
734-R01-FDT06-FAT26,37.14463702,42.64555752
734-R01-FDT06-FAT27,37.14412908,42.64526022
734-R01-FDT06-FAT28,37.14412547,42.64506099
734-R01-FDT06-FAT29,37.14430233,42.6446698
734-R01-FDT06-FAT30,37.14451543,42.64405751
734-R01-FDT06-FAT31,37.14412676,42.64373335
734-R01-FDT06-FAT32,37.14412602,42.64347767
734-R01-FDT06-FAT33,37.14414481,42.64303196
734-R01-FDT06-FAT34,37.14497668,42.64528715
734-R01-FDT06-FAT35,37.14606122,42.64528461
734-R01-FDT06-FAT36,37.14626735,42.6447009
734-R01-FDT06-FAT37,37.14607146,42.64423382
734-R01-FDT06-FAT38,37.14499303,42.64416839
734-R01-FDT06-FAT39,37.14485705,42.64407379
734-R01-FDT06-FAT40,37.14525536,42.64408558
734-R01-FDT06-FAT41,37.14571588,42.64375565
734-R01-FDT06-FAT42,37.14572564,42.64318309
734-R01-FDT06-FAT43,37.14681734,42.64258713
734-R01-FDT06-FAT44,37.14164339,42.6401227
734-R01-FDT06-FAT45,37.14043142,42.64440914
734-R01-FDT06-FAT46,37.14001682,42.64393789
734-R01-FDT06-FAT47,37.13858231,42.64521219
734-R01-FDT07-FAT01,37.13943761,42.65857277
734-R01-FDT07-FAT02,37.13707967,42.65720353
734-R01-FDT07-FAT03,37.13712272,42.65429331
734-R01-FDT07-FAT04,37.13757735,42.65420113
734-R01-FDT07-FAT05,37.13775357,42.64911549
734-R01-FDT07-FAT06,37.13743704,42.64776081
734-R01-FDT07-FAT07,37.14054165,42.64733238
734-R01-FDT07-FAT08,37.13977101,42.64569952
734-R01-FDT07-FAT09,37.14008889,42.64508467
734-R01-FDT07-FAT10,37.14039839,42.64543848
734-R01-FDT07-FAT11,37.14040616,42.64472204
734-R01-FDT07-FAT12,37.13702579,42.66026294
734-R01-FDT07-FAT13,37.13686918,42.66086997
734-R01-FDT07-FAT14,37.13650048,42.66138514
734-R01-FDT07-FAT15,37.13588375,42.66134422
734-R01-FDT07-FAT16,37.13680405,42.66196619
734-R01-FDT07-FAT17,37.13691737,42.66255908
734-R01-FDT07-FAT18,37.13675757,42.66311827
734-R01-FDT07-FAT19,37.13649827,42.66322308
734-R01-FDT07-FAT20,37.13605595,42.66317572
734-R01-FDT07-FAT21,37.13673845,42.66544454
734-R01-FDT07-FAT22,37.13633448,42.66520217
734-R01-FDT07-FAT23,37.13923759,42.66319471
734-R01-FDT07-FAT24,37.1402933,42.66327473
734-R01-FDT07-FAT25,37.14030826,42.66311379
734-R01-FDT07-FAT26,37.14033182,42.66311214
734-R01-FDT07-FAT27,37.13976927,42.64435917
734-R01-FDT07-FAT28,37.13845565,42.64426531
734-R01-FDT07-FAT29,37.14031627,42.65993853
734-R01-FDT07-FAT30,37.14043026,42.66073524
734-R01-FDT07-FAT31,37.13955002,42.64510965
734-R01-FDT07-FAT32,37.13918816,42.64475924
734-R01-FDT07-FAT33,37.13923007,42.6454316
734-R01-FDT07-FAT34,37.1360047,42.65894658
734-R01-FDT07-FAT35,37.13607807,42.65708045
734-R01-FDT07-FAT36,37.13960639,42.65534218
734-R01-FDT07-FAT37,37.13515872,42.66047323
734-R01-FDT08-FAT01,37.14142208,42.66106617
734-R01-FDT08-FAT02,37.14143222,42.66042147
734-R01-FDT08-FAT03,37.141446,42.66008695
734-R01-FDT08-FAT04,37.14182296,42.65987934
734-R01-FDT08-FAT05,37.1422704,42.6597487
734-R01-FDT08-FAT06,37.14230284,42.65894273
734-R01-FDT08-FAT07,37.14284796,42.65886952
734-R01-FDT08-FAT08,37.14284085,42.65829685
734-R01-FDT08-FAT09,37.14279763,42.65728713
734-R01-FDT08-FAT10,37.14145639,42.65966734
734-R01-FDT08-FAT11,37.14146496,42.65892975
734-R01-FDT08-FAT12,37.14176403,42.65825771
734-R01-FDT08-FAT13,37.14149041,42.65813371
734-R01-FDT08-FAT14,37.14151992,42.65723749
734-R01-FDT08-FAT15,37.1415339,42.65687999
734-R01-FDT08-FAT16,37.14198511,42.6569148
734-R01-FDT08-FAT17,37.1419026,42.65691301
734-R01-FDT08-FAT18,37.1418636,42.65769673
734-R01-FDT08-FAT19,37.14242259,42.65738006
734-R01-FDT08-FAT20,37.14236063,42.65692501
734-R01-FDT08-FAT21,37.1420243,42.6617425
734-R01-FDT08-FAT22,37.14204297,42.66173731
734-R01-FDT08-FAT23,37.14162998,42.66164866
734-R01-FDT08-FAT24,37.14163009,42.66162544
734-R01-FDT08-FAT25,37.14163236,42.66110729
734-R01-FDT08-FAT26,37.14163247,42.6610839
734-R01-FDT08-FAT27,37.14163284,42.66056393
734-R01-FDT08-FAT28,37.14163286,42.66054052
734-R01-FDT08-FAT29,37.14207531,42.66075974
734-R01-FDT08-FAT30,37.14209411,42.66076299
734-R01-FDT08-FAT31,37.14246797,42.66102525
734-R01-FDT08-FAT32,37.14246763,42.66104932
734-R01-FDT08-FAT33,37.14246041,42.66155982
734-R01-FDT08-FAT34,37.14246009,42.66158273
734-R01-FDT08-FAT35,37.14206658,42.66150936
734-R01-FDT08-FAT36,37.14169698,42.66146137
734-R01-FDT08-FAT37,37.14169637,42.6609306
734-R01-FDT08-FAT38,37.14166432,42.66040912
734-R01-FDT08-FAT39,37.14204767,42.66058596
734-R01-FDT08-FAT40,37.14247747,42.66079996
734-R01-FDT08-FAT41,37.14245821,42.661511
734-R02-FDT01-FAT01,37.13820311,42.6735623
734-R02-FDT01-FAT02,37.13802483,42.67413164
734-R02-FDT01-FAT03,37.13790932,42.67399543
734-R02-FDT01-FAT04,37.13748221,42.67377189
734-R02-FDT01-FAT05,37.13773704,42.67451641
734-R02-FDT01-FAT06,37.13713896,42.67420169
734-R02-FDT01-FAT07,37.13699274,42.67461518
734-R02-FDT01-FAT08,37.13649319,42.6743416
734-R02-FDT01-FAT09,37.13574747,42.67394317
734-R02-FDT01-FAT10,37.13768078,42.67515208
734-R02-FDT01-FAT11,37.13751844,42.67563567
734-R02-FDT01-FAT12,37.13730936,42.67542266
734-R02-FDT01-FAT13,37.13719754,42.67544968
734-R02-FDT01-FAT14,37.13626506,42.6759382
734-R02-FDT01-FAT15,37.13571238,42.67576163
734-R02-FDT01-FAT16,37.1355204,42.67573588
734-R02-FDT01-FAT17,37.13515268,42.6756717
734-R02-FDT01-FAT18,37.13507274,42.67494599
734-R02-FDT01-FAT19,37.13646149,42.67504856
734-R02-FDT01-FAT20,37.13602988,42.67482499
734-R02-FDT01-FAT21,37.13537526,42.67447591
734-R02-FDT01-FAT22,37.13480301,42.67385724
734-R02-FDT01-FAT23,37.13445767,42.6742222
734-R02-FDT01-FAT24,37.13371155,42.67391306
734-R02-FDT01-FAT25,37.13453011,42.67498071
734-R02-FDT01-FAT26,37.13417561,42.6752993
734-R02-FDT01-FAT27,37.13798997,42.6734536
734-R02-FDT01-FAT28,37.13765612,42.67326054
734-R02-FDT01-FAT29,37.13707729,42.67293988
734-R02-FDT01-FAT30,37.13654533,42.67388481
734-R02-FDT01-FAT31,37.13588384,42.67353811
734-R02-FDT01-FAT32,37.13639984,42.67320033
734-R02-FDT01-FAT33,37.13607558,42.67300382
734-R02-FDT01-FAT34,37.13608475,42.67239505
734-R02-FDT01-FAT35,37.13537832,42.67171968
734-R02-FDT01-FAT36,37.13503416,42.67158098
734-R02-FDT01-FAT37,37.13453272,42.67140513
734-R02-FDT01-FAT38,37.1342997,42.67073731
734-R02-FDT01-FAT39,37.13560708,42.66975224
734-R02-FDT01-FAT40,37.13518174,42.66957785
734-R02-FDT01-FAT41,37.13465502,42.67003289
734-R02-FDT01-FAT42,37.13516712,42.66893953
734-R02-FDT01-FAT43,37.13505011,42.66829946
734-R02-FDT01-FAT44,37.13453568,42.66880941
734-R02-FDT01-FAT45,37.118798,42.676687
734-R02-FDT01-FAT46,37.11379087,42.65611911
734-R02-FDT01-FAT47,37.11382654,42.65423986
734-R02-FDT01-FAT48,37.1155225,42.65707821
734-R02-FDT01-FAT49,37.11539668,42.65489879
734-R02-FDT01-FAT50,37.11539843,42.65434533
734-R02-FDT01-FAT51,37.11543296,42.65347172
734-R02-FDT01-FAT52,37.1157971,42.65840414
734-R02-FDT01-FAT53,37.11690022,42.65942116
734-R02-FDT01-FAT54,37.11771111,42.66015536
734-R02-FDT01-FAT55,37.11763811,42.65866161
734-R02-FDT01-FAT56,37.11711815,42.65732804
734-R02-FDT01-FAT57,37.11653043,42.65709341
734-R02-FDT01-FAT58,37.12552102,42.67689236
734-R02-FDT01-FAT59,37.11115655,42.67113444
734-R02-FDT01-FAT60,37.13678992,42.67683572
734-R02-FDT01-FAT61,37.11751442,42.67718704
734-R02-FDT01-FAT62,37.10654019,42.67364741
734-R02-FDT01-FAT63,37.10655743,42.67513377
734-R02-FDT01-FAT64,37.10636216,42.67357812
734-R02-FDT01-FAT65,37.10517195,42.67500279
734-R02-FDT01-FAT66,37.12065937,42.67482261
734-R02-FDT02-FAT01,37.13938961,42.67333817
734-R02-FDT02-FAT02,37.1394914,42.67298772
734-R02-FDT02-FAT03,37.13971729,42.6720374
734-R02-FDT02-FAT04,37.140158,42.67069388
734-R02-FDT02-FAT05,37.14042494,42.66984887
734-R02-FDT02-FAT06,37.14060689,42.6692198
734-R02-FDT02-FAT07,37.14067079,42.66887878
734-R02-FDT02-FAT08,37.14094399,42.66742738
734-R02-FDT02-FAT09,37.14087966,42.67080757
734-R02-FDT02-FAT10,37.14092321,42.67009997
734-R02-FDT02-FAT11,37.14109855,42.66979506
734-R02-FDT02-FAT12,37.1409559,42.67186355
734-R02-FDT02-FAT13,37.14117011,42.67144709
734-R02-FDT02-FAT14,37.14138159,42.67105322
734-R02-FDT02-FAT15,37.14146269,42.67207628
734-R02-FDT02-FAT16,37.14191831,42.67118942
734-R02-FDT02-FAT17,37.13977178,42.67373365
734-R02-FDT02-FAT18,37.14011913,42.67299421
734-R02-FDT02-FAT19,37.14054259,42.67323581
734-R02-FDT02-FAT20,37.14101539,42.67329953
734-R02-FDT02-FAT21,37.14122253,42.67434347
734-R02-FDT02-FAT22,37.14141088,42.67331421
734-R02-FDT02-FAT23,37.14110626,42.67268698
734-R02-FDT02-FAT24,37.14188318,42.67254591
734-R02-FDT02-FAT25,37.14174225,42.67413345
734-R02-FDT02-FAT26,37.13947411,42.67437195
734-R02-FDT02-FAT27,37.13936392,42.67558898
734-R02-FDT02-FAT28,37.13985281,42.67583855
734-R02-FDT02-FAT29,37.14007988,42.67458203
734-R02-FDT02-FAT30,37.14015925,42.67523241
734-R02-FDT02-FAT31,37.14039972,42.67517792
734-R02-FDT02-FAT32,37.14085419,42.67549675
734-R02-FDT02-FAT33,37.13903967,42.67414571
734-R02-FDT02-FAT34,37.13877661,42.67498883
734-R02-FDT02-FAT35,37.13923154,42.67695067
734-R02-FDT02-FAT36,37.13864258,42.67707408
734-R02-FDT02-FAT37,37.13822948,42.67740983
734-R02-FDT02-FAT38,37.13887041,42.67790918
734-R02-FDT02-FAT39,37.13858327,42.67819064
734-R02-FDT02-FAT40,37.13933398,42.67619409
734-R02-FDT02-FAT41,37.1397305,42.67626768
734-R02-FDT02-FAT42,37.14052469,42.67632743
734-R02-FDT02-FAT43,37.14023049,42.67717964
734-R02-FDT02-FAT44,37.13980689,42.67760619
734-R02-FDT02-FAT45,37.14096342,42.66832709
734-R02-FDT03-FAT01,37.13607663,42.687336
734-R02-FDT03-FAT02,37.13343294,42.68580135
734-R02-FDT03-FAT03,37.1334514,42.68465881
734-R02-FDT03-FAT04,37.13314335,42.68390191
734-R02-FDT03-FAT05,37.13261427,42.68349503
734-R02-FDT03-FAT06,37.1321825,42.68300097
734-R02-FDT03-FAT07,37.13223644,42.68175945
734-R02-FDT03-FAT08,37.13374626,42.68387846
734-R02-FDT03-FAT09,37.13328788,42.6824811
734-R02-FDT03-FAT10,37.1326816,42.68186976
734-R02-FDT03-FAT11,37.13409942,42.68023679
734-R02-FDT03-FAT12,37.13446924,42.68031169
734-R02-FDT03-FAT13,37.1344996,42.68152139
734-R02-FDT03-FAT14,37.13352072,42.68110345
734-R02-FDT03-FAT15,37.13318683,42.6803502
734-R02-FDT03-FAT16,37.13334195,42.67922796
734-R02-FDT03-FAT17,37.13277705,42.68113501
734-R02-FDT03-FAT18,37.13285966,42.68052065
734-R02-FDT03-FAT19,37.13350732,42.68807461
734-R02-FDT03-FAT20,37.13229529,42.69151104
734-R02-FDT03-FAT21,37.13188209,42.69144474
734-R02-FDT03-FAT22,37.13086635,42.69191373
734-R02-FDT03-FAT23,37.13098708,42.69259494
734-R02-FDT03-FAT24,37.13181952,42.69095085
734-R02-FDT03-FAT25,37.13084947,42.69084469
734-R02-FDT03-FAT26,37.132056,42.69271822
734-R02-FDT03-FAT27,37.13241521,42.69341326
734-R02-FDT03-FAT28,37.13238518,42.69388252
734-R02-FDT03-FAT29,37.13234614,42.69443385
734-R02-FDT03-FAT30,37.13247631,42.69458561
734-R02-FDT04-FAT01,37.13801693,42.68948553
734-R02-FDT04-FAT02,37.13860949,42.68902368
734-R02-FDT04-FAT03,37.13905409,42.68913372
734-R02-FDT04-FAT04,37.13845085,42.68839169
734-R02-FDT04-FAT05,37.13912957,42.6882906
734-R02-FDT04-FAT06,37.14057361,42.6891107
734-R02-FDT04-FAT07,37.1404779,42.68938507
734-R02-FDT04-FAT08,37.13811731,42.68771651
734-R02-FDT04-FAT09,37.13839398,42.68697966
734-R02-FDT04-FAT10,37.13926084,42.68746925
734-R02-FDT04-FAT11,37.13991968,42.68784424
734-R02-FDT04-FAT12,37.1405752,42.68824
734-R02-FDT04-FAT13,37.13867287,42.69034389
734-R02-FDT04-FAT14,37.13892387,42.6909917
734-R02-FDT04-FAT15,37.13924883,42.69017037
734-R02-FDT04-FAT16,37.13974934,42.69018579
734-R02-FDT04-FAT17,37.13980648,42.69004277
734-R02-FDT04-FAT18,37.13995455,42.68967312
734-R02-FDT04-FAT19,37.13813313,42.69079141
734-R02-FDT04-FAT20,37.13878031,42.6911668
734-R02-FDT04-FAT21,37.13938959,42.69224522
734-R02-FDT04-FAT22,37.1390671,42.69307663
734-R02-FDT04-FAT23,37.13858653,42.69330825
734-R02-FDT04-FAT24,37.13837042,42.69492532
734-R02-FDT04-FAT25,37.13804528,42.6957832
734-R02-FDT04-FAT26,37.13842944,42.69372456
734-R02-FDT04-FAT27,37.13796534,42.69468251
734-R02-FDT04-FAT28,37.13763921,42.6955384
734-R02-FDT04-FAT29,37.13823057,42.69134215
734-R02-FDT04-FAT30,37.1381268,42.69162762
734-R02-FDT04-FAT31,37.13861611,42.69189316
734-R02-FDT04-FAT32,37.13882418,42.69265783
734-R02-FDT04-FAT33,37.13724366,42.69127516
734-R02-FDT04-FAT34,37.13739404,42.69247272
734-R02-FDT04-FAT35,37.13711992,42.6929781
734-R02-FDT04-FAT36,37.13713631,42.69315477
734-R02-FDT04-FAT37,37.13712622,42.69416054
734-R02-FDT04-FAT38,37.13758554,42.69460873
734-R02-FDT04-FAT39,37.13730007,42.69537187
734-R02-FDT04-FAT40,37.13780028,42.69146182
734-R02-FDT05-FAT01,37.14182154,42.68300916
734-R02-FDT05-FAT02,37.14187944,42.68284617
734-R02-FDT05-FAT03,37.14160433,42.68250053
734-R02-FDT05-FAT04,37.1414689,42.68206439
734-R02-FDT05-FAT05,37.14162848,42.68146491
734-R02-FDT05-FAT06,37.14187528,42.68055189
734-R02-FDT05-FAT07,37.14223914,42.67975984
734-R02-FDT05-FAT08,37.14125436,42.67880127
734-R02-FDT05-FAT09,37.14075088,42.68204726
734-R02-FDT05-FAT10,37.14085066,42.68146897
734-R02-FDT05-FAT11,37.14052848,42.68157455
734-R02-FDT05-FAT12,37.14074443,42.6807152
734-R02-FDT05-FAT13,37.14041413,42.68056906
734-R02-FDT05-FAT14,37.14025314,42.67985306
734-R02-FDT05-FAT15,37.14016316,42.6811141
734-R02-FDT05-FAT16,37.14200962,42.68215737
734-R02-FDT05-FAT17,37.14214572,42.68185596
734-R02-FDT05-FAT18,37.14244797,42.68082218
734-R02-FDT05-FAT19,37.14286181,42.68139125
